sample_id,latitude,longitude,nearest_moil_mine,distance_to_mine_km,elevation_m,ndvi_sentinel2,soil_moisture_sar_pct,lst_celsius_landsat9,rainfall_annual_chirps_mm,bouguer_gravity_anomaly_mgal,swir_alteration_ratio,magnetic_susceptibility_si,manganese_present
MOIL-SAMP-01702,21.67619,79.29777,Mansar Mine,30.87,442.1,0.542,57.2,28.5,1322.0,-1.75,1.493,6.6,0
MOIL-SAMP-01703,21.77533,79.17202,Gumgaon Mine,45.95,427.4,0.611,52.9,32.9,1333.7,0.27,0.865,1.0,0
MOIL-SAMP-01704,21.89919,79.59733,Tirodi Mine,26.28,409.9,0.502,43.5,33.2,1364.2,-6.46,0.933,9.9,0
MOIL-SAMP-01705,21.25551,79.99952,Balaghat Mine (Largest underground Mn mine),63.52,354.8,0.618,44.6,28.8,1264.0,-5.9,0.871,13.6,0
MOIL-SAMP-01706,21.50796,79.6757,Dongri Buzurg Mine,5.56,381.7,0.454,43.1,30.2,1432.9,1.4,1.061,5.7,0
MOIL-SAMP-01707,21.81524,80.43908,Ukwa Mine,17.15,453.2,0.56,46.4,33.8,1360.7,-4.58,1.267,5.6,0
MOIL-SAMP-01708,21.31681,79.17471,Kandri Mine,14.64,335.7,0.652,42.5,31.0,1364.6,-0.95,0.956,15.2,0
MOIL-SAMP-01709,21.55156,79.45752,Mansar Mine,25.57,368.9,0.504,54.4,34.3,1267.0,-6.03,1.786,9.8,0
MOIL-SAMP-01710,21.30818,80.64718,,999.0,392.9,0.818,44.7,28.6,1397.5,2.42,1.373,3.5,0
MOIL-SAMP-01711,21.59301,79.48418,Tirodi Mine,26.11,354.1,0.559,38.8,29.0,1163.1,2.07,1.218,14.7,0
MOIL-SAMP-01712,21.46515,80.63463,,999.0,467.2,0.548,20.2,28.4,1428.6,-4.41,0.946,8.9,0
MOIL-SAMP-01713,21.47465,79.5191,Tirodi Mine,31.14,402.1,0.638,30.3,28.2,1257.0,-1.74,0.883,14.1,0
MOIL-SAMP-01714,21.91418,79.62506,Tirodi Mine,26.63,389.0,0.54,48.6,30.1,1260.0,1.76,1.718,15.1,0
MOIL-SAMP-01715,21.87587,79.94514,Dongri Buzurg Mine,43.87,359.5,0.793,54.0,31.6,1303.4,-11.78,1.14,19.9,0
MOIL-SAMP-01716,21.71314,79.23507,Kandri Mine,32.91,428.3,0.679,40.7,33.2,1180.8,-3.59,1.341,4.4,0
MOIL-SAMP-01717,21.91571,80.51706,Ukwa Mine,7.69,389.0,0.515,45.0,31.7,1224.8,-8.61,1.146,21.6,0
MOIL-SAMP-01718,21.40409,80.58097,,999.0,410.9,0.544,43.0,32.2,1350.5,2.1,1.205,12.5,0
MOIL-SAMP-01719,21.5975,79.56476,Tirodi Mine,18.51,350.1,0.519,30.7,27.6,1367.3,-3.4,1.285,9.9,0
MOIL-SAMP-01720,21.87631,80.61932,Ukwa Mine,18.62,447.7,0.755,59.3,27.9,1421.1,-7.32,1.125,11.6,0
MOIL-SAMP-01721,21.74576,79.7817,Tirodi Mine,9.36,448.0,0.535,42.1,32.6,1438.6,-7.44,1.157,24.7,0
MOIL-SAMP-01722,22.14341,79.39331,Mansar Mine,83.36,418.9,0.721,44.4,31.9,1285.2,-2.83,1.412,14.6,0
MOIL-SAMP-01723,21.45033,79.2494,Kandri Mine,4.11,454.4,0.759,46.9,30.7,1355.9,-7.38,1.519,17.1,0
MOIL-SAMP-01724,22.00572,78.88906,Gumgaon Mine,68.96,414.1,0.595,33.9,31.2,1352.4,1.66,1.016,9.4,0
MOIL-SAMP-01725,21.97194,80.09149,Balaghat Mine (Largest underground Mn mine),21.19,444.6,0.646,56.8,29.1,1528.3,-4.4,0.787,10.6,0
MOIL-SAMP-01726,21.42596,79.84659,Sitasaongi Mine,19.49,396.4,0.672,19.1,30.2,1305.8,-1.96,0.842,12.9,0
MOIL-SAMP-01727,21.70632,80.51666,Ukwa Mine,29.37,293.3,0.458,27.8,31.6,1285.7,-4.54,0.91,15.5,0
MOIL-SAMP-01728,21.30471,78.91793,Gumgaon Mine,12.99,369.3,0.596,54.3,29.8,1248.9,-6.56,1.292,11.7,0
MOIL-SAMP-01729,21.50566,79.09913,Gumgaon Mine,16.12,371.9,0.721,48.4,33.1,1305.8,-6.33,1.219,25.4,0
MOIL-SAMP-01730,21.51708,79.89788,Sitasaongi Mine,15.93,445.3,0.687,25.9,32.7,1261.8,-1.18,1.176,17.5,0
MOIL-SAMP-01731,21.38299,80.30993,Ukwa Mine,66.71,333.3,0.806,31.6,31.2,1375.5,-3.43,1.014,17.2,0
MOIL-SAMP-01732,21.24191,79.56964,Dongri Buzurg Mine,36.96,410.7,0.59,23.9,30.2,1290.8,1.83,1.376,8.6,0
MOIL-SAMP-01733,22.06788,80.17168,Balaghat Mine (Largest underground Mn mine),29.39,283.9,0.627,15.0,27.1,1367.6,-4.3,1.521,11.4,0
MOIL-SAMP-01734,21.87358,80.27723,Balaghat Mine (Largest underground Mn mine),12.17,297.1,0.718,49.1,30.3,1279.1,0.12,1.505,4.3,0
MOIL-SAMP-01735,21.3229,80.33627,Ukwa Mine,72.61,352.1,0.604,48.8,33.3,1344.8,-10.0,1.066,15.4,0
MOIL-SAMP-01736,21.8396,79.88722,Dongri Buzurg Mine,37.19,334.2,0.664,62.6,33.7,1285.8,-8.43,1.192,11.5,0
MOIL-SAMP-01737,22.05766,79.92142,Tirodi Mine,46.06,300.0,0.624,35.4,32.0,1434.2,-2.65,0.804,15.7,0
MOIL-SAMP-01738,21.45039,80.16542,Balaghat Mine (Largest underground Mn mine),39.0,447.3,0.643,46.7,28.8,1241.6,-9.61,1.576,11.2,0
MOIL-SAMP-01739,21.72628,78.99126,Gumgaon Mine,37.07,416.2,0.686,34.8,31.5,1243.2,-4.83,0.948,20.6,0
MOIL-SAMP-01740,21.20592,80.23762,Balaghat Mine (Largest underground Mn mine),66.17,364.7,0.778,48.4,34.1,1316.0,1.86,0.746,14.2,0
MOIL-SAMP-01741,21.49793,80.32086,Ukwa Mine,54.15,337.0,0.757,39.5,30.8,1336.4,-3.26,1.181,7.3,0
MOIL-SAMP-01742,21.56652,80.4121,Ukwa Mine,44.77,421.4,0.711,45.7,27.4,1407.3,-6.79,1.603,14.2,0
MOIL-SAMP-01743,22.01979,79.25809,Gumgaon Mine,74.37,466.4,0.88,67.8,29.2,1346.6,1.99,0.762,4.6,0
MOIL-SAMP-01744,21.80278,79.93414,Sitasaongi Mine,30.2,441.6,0.601,24.0,26.7,1266.9,0.13,1.475,11.0,0
MOIL-SAMP-01745,21.16143,80.24935,Balaghat Mine (Largest underground Mn mine),71.17,354.5,0.697,19.3,30.0,1398.9,-4.11,0.832,2.9,0
MOIL-SAMP-01746,21.53249,79.39861,Mansar Mine,19.76,362.3,0.722,23.6,27.9,1387.1,1.84,1.187,9.3,0
MOIL-SAMP-01747,21.19118,79.82187,Balaghat Mine (Largest underground Mn mine),77.43,340.3,0.776,45.0,29.2,1346.3,-6.73,1.27,12.6,0
MOIL-SAMP-01748,21.29958,79.75432,Chikla Mine,29.32,299.5,0.588,50.4,31.5,1195.7,8.07,0.857,8.6,0
MOIL-SAMP-01749,21.3708,78.94094,Gumgaon Mine,6.8,425.5,0.636,36.9,30.6,1309.7,-1.71,0.992,3.8,0
MOIL-SAMP-01750,21.88158,79.55719,Tirodi Mine,26.87,410.1,0.88,43.3,35.2,1294.8,-5.32,1.29,5.0,0
MOIL-SAMP-01751,21.59562,79.92124,Sitasaongi Mine,16.65,463.0,0.542,33.4,30.0,1332.2,-11.65,1.129,19.7,0
MOIL-SAMP-01752,21.65473,79.24975,Kandri Mine,26.35,426.6,0.511,26.5,32.7,1265.0,-9.62,1.352,18.7,0
MOIL-SAMP-01753,21.43978,79.55978,Dongri Buzurg Mine,19.04,393.7,0.644,52.3,31.9,1252.2,-3.8,1.188,6.2,0
MOIL-SAMP-01754,21.28219,78.99858,Gumgaon Mine,12.06,400.5,0.688,37.0,31.6,1298.9,3.2,1.446,15.4,0
MOIL-SAMP-01755,21.72144,78.93876,Gumgaon Mine,37.11,420.2,0.7,51.7,31.5,1202.3,-4.07,0.942,6.4,0
MOIL-SAMP-01756,21.54919,79.00314,Gumgaon Mine,17.47,371.9,0.729,44.1,28.3,1336.0,-7.42,1.201,11.4,0
MOIL-SAMP-01757,21.65182,80.24289,Balaghat Mine (Largest underground Mn mine),17.62,425.3,0.806,48.0,30.3,1333.6,-4.29,1.268,12.5,0
MOIL-SAMP-01758,21.28038,79.09277,Gumgaon Mine,15.4,334.1,0.804,26.3,36.2,1255.4,-3.23,0.993,10.9,0
MOIL-SAMP-01759,21.7093,79.72815,Tirodi Mine,2.67,507.3,0.237,46.5,37.1,1245.3,22.16,2.251,47.9,1
MOIL-SAMP-01760,21.80225,79.20298,Gumgaon Mine,49.96,410.0,0.826,43.2,32.6,1320.4,-12.73,1.144,15.7,0
MOIL-SAMP-01761,21.766,80.1742,Balaghat Mine (Largest underground Mn mine),4.26,463.4,0.33,62.6,34.3,1315.4,25.74,2.746,44.7,1
MOIL-SAMP-01762,21.39625,78.97896,Gumgaon Mine,2.53,287.1,0.789,36.0,28.1,1247.0,-3.91,1.144,15.4,0
MOIL-SAMP-01763,21.92677,79.43214,Mansar Mine,60.75,443.0,0.708,29.5,32.9,1318.9,-16.65,1.077,15.4,0
MOIL-SAMP-01764,22.07414,79.01127,Gumgaon Mine,75.52,369.4,0.723,15.0,32.4,1333.5,-4.68,1.325,16.0,0
MOIL-SAMP-01765,21.82175,79.61237,Tirodi Mine,18.16,426.3,0.845,29.9,29.7,1265.6,4.27,1.192,11.3,0
MOIL-SAMP-01766,21.49831,79.42733,Mansar Mine,19.46,315.0,0.721,57.0,32.2,1267.0,-7.77,0.993,7.3,0
MOIL-SAMP-01767,21.74388,78.89357,Gumgaon Mine,40.61,397.0,0.636,37.4,29.9,1215.5,-7.27,1.28,14.0,0
MOIL-SAMP-01768,21.45482,80.62777,,999.0,319.6,0.763,39.3,34.1,1281.6,-5.27,1.366,11.0,0
MOIL-SAMP-01769,21.76622,80.63229,Ukwa Mine,28.03,340.1,0.567,48.9,30.1,1324.5,4.53,1.093,-4.3,0
MOIL-SAMP-01770,21.59221,79.11247,Gumgaon Mine,24.96,400.0,0.88,34.1,28.9,1365.2,-8.22,1.356,14.5,0
MOIL-SAMP-01771,21.19488,80.32271,,999.0,346.0,0.431,22.3,32.7,1385.8,-1.68,1.186,8.0,0
MOIL-SAMP-01772,21.34969,79.52288,Dongri Buzurg Mine,28.93,463.8,0.511,26.4,25.3,1233.1,-2.28,1.111,12.9,0
MOIL-SAMP-01773,21.90773,80.38498,Ukwa Mine,10.86,307.9,0.683,36.6,31.8,1351.7,-7.98,1.472,16.8,0
MOIL-SAMP-01774,21.26237,78.94817,Gumgaon Mine,15.33,312.1,0.607,59.1,33.0,1314.8,-3.72,1.278,13.2,0
MOIL-SAMP-01775,22.09894,80.51811,Ukwa Mine,15.37,318.4,0.567,58.7,31.7,1269.9,-3.99,1.119,14.8,0
MOIL-SAMP-01776,22.01875,80.32624,Balaghat Mine (Largest underground Mn mine),27.89,359.5,0.652,38.0,30.7,1429.3,2.95,1.001,11.5,0
MOIL-SAMP-01777,21.16373,80.09883,Balaghat Mine (Largest underground Mn mine),71.22,258.6,0.765,50.5,32.2,1366.8,-0.92,1.233,12.2,0
MOIL-SAMP-01778,21.26128,79.66011,Chikla Mine,34.58,317.5,0.669,55.1,29.4,1150.5,-7.63,1.278,15.6,0
MOIL-SAMP-01779,21.17275,79.22622,Mansar Mine,25.37,364.1,0.722,32.1,34.2,1216.8,-4.87,1.093,10.0,0
MOIL-SAMP-01780,21.68801,79.21684,Kandri Mine,30.41,472.1,0.601,56.0,33.4,1323.7,3.16,0.936,16.1,0
MOIL-SAMP-01781,21.67327,79.31558,Mansar Mine,30.75,375.3,0.704,38.6,31.1,1343.2,-2.25,1.458,4.0,0
MOIL-SAMP-01782,21.63303,80.16386,Balaghat Mine (Largest underground Mn mine),18.89,417.9,0.74,38.6,33.8,1434.5,-13.21,1.326,7.8,0
MOIL-SAMP-01783,21.29135,80.10776,Balaghat Mine (Largest underground Mn mine),57.11,205.3,0.667,37.6,33.3,1489.7,-7.63,0.764,12.8,0
MOIL-SAMP-01784,21.16839,79.89941,Balaghat Mine (Largest underground Mn mine),76.17,320.8,0.809,17.0,26.7,1315.3,1.12,1.117,18.1,0
MOIL-SAMP-01785,21.81353,78.92827,Gumgaon Mine,47.33,430.8,0.507,36.1,26.7,1352.7,-4.04,1.195,12.5,0
MOIL-SAMP-01786,21.32032,79.36122,Mansar Mine,12.55,410.1,0.744,35.1,33.9,1278.1,-2.51,1.211,10.2,0
MOIL-SAMP-01787,21.93919,79.96234,Dongri Buzurg Mine,50.66,453.3,0.725,29.8,32.6,1278.7,-7.09,1.16,13.1,0
MOIL-SAMP-01788,21.20309,80.02856,Balaghat Mine (Largest underground Mn mine),68.28,362.9,0.556,59.3,27.7,1414.3,-1.61,1.04,23.5,0
MOIL-SAMP-01789,21.15833,79.54956,Dongri Buzurg Mine,46.35,378.7,0.599,44.3,29.2,1210.0,-4.51,1.5,1.0,0
MOIL-SAMP-01790,21.42131,80.38375,Ukwa Mine,61.07,373.0,0.628,69.2,27.6,1328.2,-10.85,1.333,8.0,0
MOIL-SAMP-01791,21.8101,80.40571,Ukwa Mine,18.61,386.1,0.795,34.2,31.6,1289.0,-10.26,1.381,15.7,0
MOIL-SAMP-01792,21.16908,80.41134,,999.0,490.5,0.535,47.5,32.7,1229.2,-1.76,1.222,13.7,0
MOIL-SAMP-01793,21.79941,79.2661,Mansar Mine,44.39,391.3,0.548,39.6,28.7,1193.7,0.42,1.325,12.3,0
MOIL-SAMP-01794,21.5307,80.6079,,999.0,336.1,0.452,46.6,26.8,1346.1,-4.57,1.289,13.3,0
MOIL-SAMP-01795,21.2496,79.41782,Dongri Buzurg Mine,44.39,413.8,0.806,55.7,26.8,1281.8,-11.33,1.006,11.9,0
MOIL-SAMP-01796,22.01677,79.80681,Tirodi Mine,37.52,418.8,0.88,34.2,30.7,1317.7,-10.57,0.905,14.4,0
MOIL-SAMP-01797,21.33642,79.75117,Chikla Mine,25.24,374.4,0.576,56.8,30.8,1214.1,0.14,0.96,4.9,0
MOIL-SAMP-01798,21.60799,80.51743,Ukwa Mine,40.13,431.3,0.514,41.5,36.8,1466.9,-11.94,1.141,11.2,0
MOIL-SAMP-01799,21.17149,79.29531,Mansar Mine,25.15,388.9,0.596,41.1,30.4,1321.5,-7.09,0.91,4.9,0
MOIL-SAMP-01800,21.67942,79.45043,Mansar Mine,36.14,362.3,0.61,58.6,32.3,1302.7,-4.95,1.334,15.4,0
MOIL-SAMP-01801,21.5434,79.13261,Gumgaon Mine,21.55,296.6,0.67,23.9,30.5,1279.2,-6.67,1.291,9.1,0
MOIL-SAMP-01802,21.49678,79.48344,Tirodi Mine,31.99,308.5,0.631,41.6,30.5,1300.8,-2.73,1.145,16.7,0
MOIL-SAMP-01803,21.77523,79.27517,Mansar Mine,41.71,314.2,0.77,32.2,34.4,1316.9,-7.9,1.112,9.9,0
MOIL-SAMP-01804,22.12824,79.75225,Tirodi Mine,48.77,439.1,0.733,36.0,33.9,1348.1,2.48,1.676,13.0,0
MOIL-SAMP-01805,21.96189,79.97643,Dongri Buzurg Mine,53.56,400.1,0.722,59.7,34.3,1268.2,-3.49,1.603,19.4,0
MOIL-SAMP-01806,22.02868,80.45272,Ukwa Mine,6.89,489.9,0.515,35.3,29.1,1254.8,-10.04,1.089,8.8,0
MOIL-SAMP-01807,21.96486,78.90304,Gumgaon Mine,64.27,395.3,0.66,30.1,31.0,1365.5,-5.59,1.098,13.2,0
MOIL-SAMP-01808,21.70494,79.35435,Mansar Mine,34.97,419.2,0.544,29.9,34.4,1186.2,-5.88,1.224,13.9,0
MOIL-SAMP-01809,21.30171,80.46492,,999.0,345.0,0.424,25.4,37.2,1358.8,-1.36,1.01,17.9,0
MOIL-SAMP-01810,21.80693,79.00803,Gumgaon Mine,45.97,357.1,0.696,48.8,33.1,1243.7,-1.74,1.185,20.8,0
MOIL-SAMP-01811,21.53221,80.57909,Ukwa Mine,49.53,341.9,0.635,28.6,33.6,1486.2,1.87,1.119,6.8,0
MOIL-SAMP-01812,21.76245,79.97594,Sitasaongi Mine,29.81,375.0,0.516,40.6,33.8,1226.4,-7.03,1.285,22.6,0
MOIL-SAMP-01813,21.37743,79.28265,Mansar Mine,2.48,458.3,0.648,38.2,32.4,1314.3,-7.87,1.186,5.6,0
MOIL-SAMP-01814,21.30275,80.59697,,999.0,341.2,0.573,52.5,32.2,1350.0,-6.75,0.989,23.1,0
MOIL-SAMP-01815,22.05974,79.44271,Mansar Mine,75.25,417.5,0.69,43.6,35.7,1252.2,-4.07,1.415,8.2,0
MOIL-SAMP-01816,21.69223,79.22216,Kandri Mine,30.79,292.8,0.68,51.4,28.2,1295.2,-8.7,1.461,3.3,0
MOIL-SAMP-01817,21.28858,79.82444,Chikla Mine,31.68,378.2,0.521,67.7,28.2,1432.1,2.72,1.059,12.0,0
MOIL-SAMP-01818,21.95011,80.40266,Ukwa Mine,7.03,408.0,0.481,49.0,30.4,1348.2,-6.72,1.094,12.9,0
MOIL-SAMP-01819,21.459,80.11925,Balaghat Mine (Largest underground Mn mine),38.63,413.8,0.486,40.6,32.8,1291.0,-10.48,1.614,2.0,0
MOIL-SAMP-01820,21.67381,79.09345,Gumgaon Mine,32.63,341.1,0.46,37.3,28.7,1160.3,-3.05,1.374,2.9,0
MOIL-SAMP-01821,22.14569,80.6064,Ukwa Mine,24.29,500.7,0.574,30.2,29.8,1268.2,1.27,0.833,16.1,0
MOIL-SAMP-01822,21.29515,80.52945,,999.0,323.4,0.666,27.0,28.7,1243.0,2.71,1.31,21.8,0
MOIL-SAMP-01823,22.06711,79.42149,Mansar Mine,75.57,389.5,0.57,53.8,35.2,1290.9,-1.86,1.028,3.9,0
MOIL-SAMP-01824,21.70734,80.55748,Ukwa Mine,30.27,409.8,0.489,49.3,30.8,1401.8,-10.97,1.191,7.5,0
MOIL-SAMP-01825,21.26839,79.42168,Dongri Buzurg Mine,42.57,371.8,0.642,37.2,28.5,1300.0,-3.04,1.373,16.6,0
MOIL-SAMP-01826,22.02964,80.15874,Balaghat Mine (Largest underground Mn mine),25.29,504.6,0.798,32.6,34.8,1355.5,-3.62,1.057,-0.7,0
MOIL-SAMP-01827,21.91544,80.43424,Ukwa Mine,6.78,425.9,0.645,29.5,33.1,1322.1,-12.82,1.45,1.1,0
MOIL-SAMP-01828,21.56404,79.59025,Tirodi Mine,18.86,458.4,0.454,45.0,33.3,1188.1,-5.22,0.887,21.9,0
MOIL-SAMP-01829,21.593,80.53078,Ukwa Mine,41.97,438.1,0.73,36.8,31.4,1348.1,-0.7,1.388,7.7,0
MOIL-SAMP-01830,22.04413,80.52985,Ukwa Mine,10.57,358.1,0.48,38.2,29.5,1434.5,4.54,1.78,22.6,0
MOIL-SAMP-01831,21.4238,80.25239,Ukwa Mine,64.16,421.0,0.763,36.0,31.9,1272.1,-5.35,1.013,10.9,0
MOIL-SAMP-01832,21.25677,79.18254,Mansar Mine,18.21,482.3,0.45,35.7,31.2,1425.1,-4.64,1.046,2.9,0
MOIL-SAMP-01833,21.91245,79.95157,Dongri Buzurg Mine,47.57,462.4,0.654,51.7,31.9,1319.7,-14.51,1.056,19.2,0
MOIL-SAMP-01834,21.41686,79.87068,Sitasaongi Mine,21.6,355.4,0.704,57.3,35.2,1230.8,-0.13,1.122,-0.2,0
MOIL-SAMP-01835,21.38091,79.26793,Mansar Mine,1.96,382.2,0.716,60.6,28.3,1354.0,-7.7,1.084,1.0,0
MOIL-SAMP-01836,21.83738,79.49667,Mansar Mine,53.83,515.6,0.659,45.1,31.4,1433.9,-1.5,1.111,10.8,0
MOIL-SAMP-01837,21.83814,79.70788,Tirodi Mine,16.56,410.2,0.646,63.9,29.4,1289.6,-5.13,0.563,9.1,0
MOIL-SAMP-01838,21.65232,79.93848,Sitasaongi Mine,19.91,379.5,0.556,29.4,35.6,1284.1,-6.84,1.055,4.4,0
MOIL-SAMP-01839,21.86202,79.52313,Tirodi Mine,27.6,478.4,0.56,33.7,29.3,1412.8,0.18,0.966,16.6,0
MOIL-SAMP-01840,22.00213,79.7346,Tirodi Mine,34.74,329.2,0.625,46.1,32.2,1253.1,-9.8,0.812,26.1,0
MOIL-SAMP-01841,21.28751,79.19787,Mansar Mine,14.49,344.9,0.755,39.0,29.4,1282.6,-4.68,0.979,19.8,0
MOIL-SAMP-01842,21.18223,80.22617,Balaghat Mine (Largest underground Mn mine),68.7,437.3,0.35,52.8,31.7,1285.8,-5.94,1.211,7.6,0
MOIL-SAMP-01843,21.16501,79.33575,Mansar Mine,26.57,248.1,0.744,28.8,29.1,1284.8,-1.88,0.571,5.7,0
MOIL-SAMP-01844,21.56304,80.18626,Balaghat Mine (Largest underground Mn mine),26.48,418.4,0.729,46.7,40.3,1326.1,-9.93,1.529,13.7,0
MOIL-SAMP-01845,22.13824,80.214,Balaghat Mine (Largest underground Mn mine),37.23,374.2,0.651,51.6,29.0,1184.6,-3.32,1.371,17.2,0
MOIL-SAMP-01846,21.21614,80.51879,,999.0,381.0,0.88,28.6,32.5,1312.4,-9.25,1.453,16.6,0
MOIL-SAMP-01847,22.13563,80.41083,Balaghat Mine (Largest underground Mn mine),43.48,436.8,0.576,48.6,30.5,1386.2,0.07,0.937,14.9,0
MOIL-SAMP-01848,21.63994,79.43481,Mansar Mine,31.57,468.5,0.652,47.9,34.6,1364.2,-1.97,1.235,8.7,0
MOIL-SAMP-01849,21.60754,79.29421,Kandri Mine,21.26,341.1,0.512,35.0,24.8,1355.5,-4.78,0.834,6.5,0
MOIL-SAMP-01850,21.55487,78.92529,Gumgaon Mine,19.8,419.1,0.7,32.1,29.2,1314.8,-0.83,0.975,7.8,0
MOIL-SAMP-01851,21.88533,79.53467,Tirodi Mine,28.66,380.1,0.618,15.0,29.0,1239.9,-5.77,1.618,5.8,0
MOIL-SAMP-01852,21.4629,79.95071,Balaghat Mine (Largest underground Mn mine),44.81,355.1,0.823,64.5,35.0,1257.3,-0.7,0.931,8.1,0
MOIL-SAMP-01853,21.89247,79.91885,Dongri Buzurg Mine,43.89,492.0,0.852,57.7,27.4,1301.7,-2.84,1.092,11.5,0
MOIL-SAMP-01854,21.67523,80.42641,Ukwa Mine,32.66,454.4,0.621,65.6,32.4,1329.8,-3.54,1.152,8.3,0
MOIL-SAMP-01855,21.93692,79.78717,Tirodi Mine,28.46,406.0,0.573,56.6,30.2,1368.7,-8.08,1.112,12.4,0
MOIL-SAMP-01856,21.60161,80.33862,Ukwa Mine,42.66,415.6,0.646,44.0,32.4,1335.2,-7.91,1.127,10.4,0
MOIL-SAMP-01857,21.19242,80.64251,,999.0,362.3,0.614,39.5,34.4,1428.5,-5.88,1.054,7.7,0
MOIL-SAMP-01858,21.6687,79.5621,Tirodi Mine,15.97,444.7,0.823,35.1,32.1,1375.8,-0.0,0.837,20.3,0
MOIL-SAMP-01859,21.88517,79.85386,Tirodi Mine,26.06,479.0,0.594,48.4,31.4,1315.0,-1.42,0.92,18.3,0
MOIL-SAMP-01860,21.66613,79.98517,Balaghat Mine (Largest underground Mn mine),25.77,373.8,0.503,33.2,33.3,1352.5,-12.33,1.52,11.7,0
MOIL-SAMP-01861,21.1993,79.37412,Mansar Mine,24.34,413.1,0.528,49.1,27.2,1235.4,7.7,1.384,10.6,0
MOIL-SAMP-01862,21.54804,79.3982,Mansar Mine,21.06,393.7,0.513,53.2,32.0,1406.5,-10.34,1.059,15.9,0
MOIL-SAMP-01863,21.97762,79.68042,Tirodi Mine,32.17,426.9,0.737,52.8,32.2,1225.2,-1.81,0.781,9.5,0
MOIL-SAMP-01864,21.57246,79.95364,Balaghat Mine (Largest underground Mn mine),35.07,409.2,0.588,41.9,29.2,1343.0,-0.43,1.171,7.7,0
MOIL-SAMP-01865,21.20455,79.78055,Chikla Mine,40.0,318.4,0.75,35.6,31.8,1239.3,-1.58,0.979,14.4,0
MOIL-SAMP-01866,21.29224,80.34381,Ukwa Mine,75.81,352.2,0.699,56.0,27.7,1250.4,-3.66,1.442,12.2,0
MOIL-SAMP-01867,21.6017,80.15076,Balaghat Mine (Largest underground Mn mine),22.52,391.5,0.829,29.9,27.7,1291.2,-7.26,1.26,8.0,0
MOIL-SAMP-01868,21.26317,80.25172,Balaghat Mine (Largest underground Mn mine),60.0,413.5,0.622,33.1,29.9,1267.7,-5.94,1.212,1.4,0
MOIL-SAMP-01869,22.08784,80.10301,Balaghat Mine (Largest underground Mn mine),32.73,577.2,0.77,49.3,31.5,1319.6,1.29,1.177,11.2,0
MOIL-SAMP-01870,21.28531,79.59441,Dongri Buzurg Mine,31.57,341.6,0.88,43.0,27.0,1201.0,-8.28,0.719,16.4,0
MOIL-SAMP-01871,21.60089,79.17198,Gumgaon Mine,29.07,472.1,0.869,35.3,34.5,1385.9,-8.64,1.201,11.9,0
MOIL-SAMP-01872,21.74032,80.13274,Balaghat Mine (Largest underground Mn mine),8.89,450.7,0.661,22.8,38.0,1347.2,-3.82,1.409,18.9,0
MOIL-SAMP-01873,21.35193,79.66843,Chikla Mine,24.71,379.0,0.639,48.1,34.1,1284.1,-0.13,1.27,9.8,0
MOIL-SAMP-01874,21.40008,80.09509,Balaghat Mine (Largest underground Mn mine),45.5,365.0,0.806,37.9,29.6,1343.6,1.51,1.414,4.1,0
MOIL-SAMP-01875,22.05716,80.28368,Balaghat Mine (Largest underground Mn mine),29.87,448.2,0.471,47.4,32.0,1283.5,-10.81,1.111,23.9,0
MOIL-SAMP-01876,21.86837,79.07238,Gumgaon Mine,53.25,431.6,0.752,40.6,34.4,1322.8,-9.33,1.313,20.1,0
MOIL-SAMP-01877,21.26416,79.65892,Chikla Mine,34.3,406.2,0.673,43.3,32.8,1294.4,-9.78,1.035,26.4,0
MOIL-SAMP-01878,21.51294,79.79287,Sitasaongi Mine,8.42,386.7,0.35,48.7,26.8,1245.7,-9.98,1.14,14.2,0
MOIL-SAMP-01879,21.53409,80.27392,Ukwa Mine,51.99,423.4,0.593,29.4,34.5,1352.8,1.14,1.547,14.0,0
MOIL-SAMP-01880,21.66167,80.55956,Ukwa Mine,35.17,430.5,0.836,35.1,32.0,1281.0,-2.87,1.301,12.0,0
MOIL-SAMP-01881,21.52868,79.53509,Tirodi Mine,25.66,358.9,0.754,60.6,30.3,1313.8,-13.89,1.192,7.4,0
MOIL-SAMP-01882,21.91826,80.49206,Ukwa Mine,6.03,413.7,0.613,41.7,32.5,1455.3,-6.02,1.151,12.6,0
MOIL-SAMP-01883,21.71549,80.03715,Balaghat Mine (Largest underground Mn mine),18.26,457.8,0.692,61.6,33.6,1334.6,4.9,1.209,20.3,0
MOIL-SAMP-01884,21.30009,80.41387,Ukwa Mine,74.06,437.9,0.721,51.7,30.4,1409.3,-3.8,0.96,6.7,0
MOIL-SAMP-01885,21.32887,80.13169,Balaghat Mine (Largest underground Mn mine),52.68,414.1,0.42,38.4,28.7,1349.9,5.03,1.694,7.2,0
MOIL-SAMP-01886,21.56958,79.40713,Mansar Mine,23.52,404.1,0.438,27.0,30.6,1360.4,-6.05,0.893,23.7,0
MOIL-SAMP-01887,21.91863,79.65326,Tirodi Mine,26.23,403.4,0.609,27.0,34.6,1251.2,-1.73,1.258,9.4,0
MOIL-SAMP-01888,21.77645,79.0616,Gumgaon Mine,43.03,398.0,0.588,41.5,34.0,1291.5,-10.7,0.886,13.7,0
MOIL-SAMP-01889,21.28157,79.21513,Mansar Mine,14.2,354.3,0.55,51.7,31.5,1280.9,6.87,0.838,10.7,0
